Source,Target,Weight,Type
100,117,4.0,Directed
100,694,4.0,Directed
100,798,16.0,Directed
160,25,10.0,Directed
160,73,17.0,Directed
160,76,28.0,Directed
160,100,12.0,Directed
160,138,21.0,Directed
160,144,42.0,Directed
160,174,12.0,Directed
160,338,14.0,Directed
160,364,8.0,Directed
160,536,11.0,Directed
160,562,8.0,Directed
160,625,4.0,Directed
160,694,8.0,Directed
160,710,19.0,Directed
160,798,18.0,Directed
160,819,8.0,Directed
432,133,7.0,Directed
432,150,4.0,Directed
432,155,9.0,Directed
432,199,13.0,Directed
432,206,10.0,Directed
432,224,26.0,Directed
432,230,4.0,Directed
432,261,11.0,Directed
432,342,8.0,Directed
432,733,5.0,Directed
461,20,11.0,Directed
461,33,23.0,Directed
461,42,18.0,Directed
461,67,11.0,Directed
461,75,11.0,Directed
461,85,4.0,Directed
461,89,26.0,Directed
461,95,25.0,Directed
461,108,19.0,Directed
461,117,32.0,Directed
461,157,26.0,Directed
461,168,25.0,Directed
461,172,15.0,Directed
461,173,11.0,Directed
461,175,21.0,Directed
461,176,11.0,Directed
461,181,33.0,Directed
461,193,24.0,Directed
461,201,18.0,Directed
461,219,11.0,Directed
461,226,19.0,Directed
461,233,15.0,Directed
461,240,34.0,Directed
461,241,10.0,Directed
461,250,33.0,Directed
461,267,9.0,Directed
461,289,10.0,Directed
461,364,25.0,Directed
461,416,14.0,Directed
461,477,18.0,Directed
461,478,11.0,Directed
461,640,17.0,Directed
461,682,15.0,Directed
461,698,20.0,Directed
461,763,29.0,Directed
461,764,11.0,Directed
562,522,8.0,Directed
562,798,11.0,Directed
625,219,10.0,Directed
625,256,4.0,Directed
710,25,8.0,Directed
710,76,5.0,Directed
710,100,6.0,Directed
710,144,10.0,Directed
710,160,11.0,Directed
710,338,5.0,Directed
710,536,10.0,Directed
710,562,8.0,Directed
710,625,6.0,Directed
710,798,7.0,Directed
798,17,4.0,Directed
798,159,4.0,Directed
798,219,11.0,Directed
798,595,4.0,Directed
174,17,13.0,Directed
174,23,5.0,Directed
174,73,8.0,Directed
174,100,12.0,Directed
174,121,11.0,Directed
174,144,8.0,Directed
174,197,10.0,Directed
174,219,4.0,Directed
174,228,11.0,Directed
174,235,4.0,Directed
174,244,4.0,Directed
174,536,18.0,Directed
174,562,11.0,Directed
23,63,8.0,Directed
23,73,12.0,Directed
23,100,8.0,Directed
23,174,10.0,Directed
23,177,10.0,Directed
23,235,8.0,Directed
23,509,8.0,Directed
23,625,8.0,Directed
121,144,4.0,Directed
121,197,4.0,Directed
121,219,9.0,Directed
121,228,37.0,Directed
121,244,13.0,Directed
121,509,10.0,Directed
121,625,13.0,Directed
121,798,4.0,Directed
197,26,18.0,Directed
197,29,17.0,Directed
197,101,24.0,Directed
197,104,30.0,Directed
197,121,20.0,Directed
197,215,13.0,Directed
197,228,45.0,Directed
197,244,19.0,Directed
197,248,13.0,Directed
197,694,28.0,Directed
197,697,28.0,Directed
197,751,8.0,Directed
197,798,10.0,Directed
228,121,23.0,Directed
228,197,11.0,Directed
228,244,13.0,Directed
228,364,4.0,Directed
228,522,5.0,Directed
228,625,11.0,Directed
228,694,9.0,Directed
228,697,18.0,Directed
228,798,5.0,Directed
235,4,4.0,Directed
235,20,5.0,Directed
235,33,14.0,Directed
235,36,12.0,Directed
235,42,17.0,Directed
235,55,25.0,Directed
235,66,6.0,Directed
235,67,10.0,Directed
235,75,4.0,Directed
235,85,13.0,Directed
235,89,11.0,Directed
235,95,10.0,Directed
235,108,21.0,Directed
235,117,13.0,Directed
235,128,9.0,Directed
235,157,22.0,Directed
235,168,18.0,Directed
235,172,13.0,Directed
235,173,10.0,Directed
235,175,18.0,Directed
235,176,18.0,Directed
235,177,5.0,Directed
235,181,17.0,Directed
235,193,18.0,Directed
235,201,10.0,Directed
235,219,22.0,Directed
235,226,7.0,Directed
235,233,18.0,Directed
235,240,14.0,Directed
235,241,14.0,Directed
235,250,20.0,Directed
235,267,9.0,Directed
235,289,14.0,Directed
235,364,16.0,Directed
235,477,18.0,Directed
235,478,21.0,Directed
235,640,13.0,Directed
235,682,20.0,Directed
235,698,8.0,Directed
235,763,12.0,Directed
235,764,11.0,Directed
727,17,4.0,Directed
727,25,4.0,Directed
727,125,4.0,Directed
727,150,4.0,Directed
727,230,4.0,Directed
727,244,4.0,Directed
727,536,4.0,Directed
727,625,5.0,Directed
727,694,10.0,Directed
727,798,7.0,Directed
25,76,4.0,Directed
25,522,4.0,Directed
25,694,6.0,Directed
25,727,4.0,Directed
25,798,4.0,Directed
125,166,12.0,Directed
150,30,4.0,Directed
150,156,4.0,Directed
150,159,4.0,Directed
150,199,10.0,Directed
150,206,4.0,Directed
150,217,5.0,Directed
150,221,4.0,Directed
150,224,7.0,Directed
150,230,5.0,Directed
150,234,4.0,Directed
150,342,6.0,Directed
150,432,9.0,Directed
150,694,5.0,Directed
150,798,6.0,Directed
230,30,5.0,Directed
230,39,5.0,Directed
230,144,5.0,Directed
230,150,9.0,Directed
230,159,13.0,Directed
230,330,6.0,Directed
230,562,4.0,Directed
230,625,4.0,Directed
230,798,4.0,Directed
694,25,6.0,Directed
694,214,5.0,Directed
694,727,4.0,Directed
694,798,12.0,Directed
599,41,7.0,Directed
599,440,22.0,Directed
599,562,7.0,Directed
599,629,10.0,Directed
599,778,17.0,Directed
629,41,4.0,Directed
629,440,20.0,Directed
629,599,13.0,Directed
629,778,14.0,Directed
778,3,4.0,Directed
778,41,4.0,Directed
778,440,11.0,Directed
778,599,9.0,Directed
778,629,5.0,Directed
120,64,20.0,Directed
120,65,8.0,Directed
120,96,22.0,Directed
120,103,35.0,Directed
120,105,24.0,Directed
120,107,20.0,Directed
120,119,19.0,Directed
120,129,18.0,Directed
120,148,8.0,Directed
120,190,8.0,Directed
120,194,21.0,Directed
120,232,28.0,Directed
120,256,10.0,Directed
120,276,27.0,Directed
64,21,35.0,Directed
64,65,17.0,Directed
64,96,40.0,Directed
64,103,29.0,Directed
64,105,6.0,Directed
64,107,20.0,Directed
64,119,21.0,Directed
64,126,8.0,Directed
64,129,22.0,Directed
64,131,34.0,Directed
64,135,26.0,Directed
64,171,19.0,Directed
64,184,18.0,Directed
64,194,21.0,Directed
64,211,45.0,Directed
64,229,18.0,Directed
64,249,32.0,Directed
64,256,28.0,Directed
64,276,77.0,Directed
64,394,21.0,Directed
64,552,27.0,Directed
64,556,20.0,Directed
21,16,20.0,Directed
21,64,31.0,Directed
21,65,32.0,Directed
21,96,39.0,Directed
21,103,43.0,Directed
21,105,29.0,Directed
21,107,22.0,Directed
21,116,28.0,Directed
21,119,31.0,Directed
21,131,10.0,Directed
21,135,61.0,Directed
21,145,12.0,Directed
21,171,9.0,Directed
21,184,32.0,Directed
21,194,12.0,Directed
21,211,15.0,Directed
21,249,16.0,Directed
21,256,30.0,Directed
21,276,19.0,Directed
21,394,37.0,Directed
21,556,42.0,Directed
16,21,36.0,Directed
16,64,19.0,Directed
16,65,40.0,Directed
16,77,33.0,Directed
16,96,35.0,Directed
16,103,21.0,Directed
16,105,41.0,Directed
16,107,36.0,Directed
16,111,15.0,Directed
16,115,21.0,Directed
16,116,17.0,Directed
16,119,25.0,Directed
16,131,45.0,Directed
16,135,30.0,Directed
16,145,35.0,Directed
16,171,14.0,Directed
16,184,38.0,Directed
16,194,20.0,Directed
16,256,36.0,Directed
16,276,31.0,Directed
16,394,37.0,Directed
16,507,14.0,Directed
16,552,30.0,Directed
16,556,30.0,Directed
65,21,42.0,Directed
65,64,19.0,Directed
65,96,28.0,Directed
65,103,43.0,Directed
65,105,23.0,Directed
65,115,19.0,Directed
65,116,33.0,Directed
65,119,24.0,Directed
65,129,33.0,Directed
65,131,25.0,Directed
65,135,65.0,Directed
65,171,35.0,Directed
65,194,25.0,Directed
65,211,43.0,Directed
65,229,53.0,Directed
65,249,12.0,Directed
65,256,26.0,Directed
65,394,47.0,Directed
65,552,39.0,Directed
65,556,45.0,Directed
77,16,31.0,Directed
77,21,30.0,Directed
77,64,24.0,Directed
77,65,17.0,Directed
77,96,28.0,Directed
77,111,37.0,Directed
77,116,45.0,Directed
77,131,21.0,Directed
77,135,19.0,Directed
77,145,35.0,Directed
77,171,49.0,Directed
77,194,5.0,Directed
77,211,24.0,Directed
77,249,29.0,Directed
77,256,58.0,Directed
77,556,32.0,Directed
96,64,13.0,Directed
96,65,31.0,Directed
96,103,27.0,Directed
96,119,25.0,Directed
96,129,17.0,Directed
96,131,11.0,Directed
96,171,9.0,Directed
96,194,16.0,Directed
96,211,27.0,Directed
96,394,36.0,Directed
103,64,20.0,Directed
103,65,29.0,Directed
103,77,20.0,Directed
103,96,26.0,Directed
103,105,27.0,Directed
103,107,22.0,Directed
103,119,12.0,Directed
103,129,16.0,Directed
103,131,25.0,Directed
103,171,27.0,Directed
103,194,16.0,Directed
103,211,20.0,Directed
103,216,13.0,Directed
103,256,22.0,Directed
103,276,26.0,Directed
103,394,41.0,Directed
105,21,22.0,Directed
105,61,25.0,Directed
105,64,13.0,Directed
105,65,19.0,Directed
105,96,41.0,Directed
105,103,22.0,Directed
105,107,39.0,Directed
105,119,43.0,Directed
105,120,35.0,Directed
105,126,25.0,Directed
105,131,21.0,Directed
105,135,13.0,Directed
105,171,47.0,Directed
105,184,49.0,Directed
105,194,52.0,Directed
105,211,24.0,Directed
105,229,22.0,Directed
105,232,9.0,Directed
105,249,27.0,Directed
105,256,26.0,Directed
105,276,27.0,Directed
105,394,46.0,Directed
105,552,29.0,Directed
105,556,23.0,Directed
107,19,25.0,Directed
107,61,18.0,Directed
107,64,53.0,Directed
107,65,19.0,Directed
107,68,32.0,Directed
107,96,32.0,Directed
107,103,45.0,Directed
107,105,40.0,Directed
107,111,41.0,Directed
107,119,26.0,Directed
107,129,32.0,Directed
107,131,37.0,Directed
107,145,30.0,Directed
107,184,32.0,Directed
107,194,73.0,Directed
107,211,34.0,Directed
107,232,51.0,Directed
107,256,62.0,Directed
107,276,19.0,Directed
107,394,45.0,Directed
107,556,28.0,Directed
111,16,26.0,Directed
111,21,30.0,Directed
111,61,32.0,Directed
111,64,22.0,Directed
111,65,50.0,Directed
111,77,33.0,Directed
111,96,32.0,Directed
111,103,27.0,Directed
111,107,28.0,Directed
111,116,37.0,Directed
111,119,28.0,Directed
111,131,52.0,Directed
111,135,34.0,Directed
111,145,40.0,Directed
111,171,44.0,Directed
111,194,18.0,Directed
111,211,48.0,Directed
111,216,27.0,Directed
111,249,16.0,Directed
111,256,39.0,Directed
111,276,21.0,Directed
111,552,44.0,Directed
111,556,34.0,Directed
115,21,55.0,Directed
115,64,29.0,Directed
115,65,81.0,Directed
115,96,62.0,Directed
115,103,47.0,Directed
115,105,59.0,Directed
115,107,27.0,Directed
115,116,45.0,Directed
115,119,76.0,Directed
115,129,33.0,Directed
115,131,22.0,Directed
115,135,16.0,Directed
115,171,27.0,Directed
115,184,17.0,Directed
115,194,32.0,Directed
115,200,34.0,Directed
115,211,20.0,Directed
115,229,40.0,Directed
115,249,71.0,Directed
115,256,38.0,Directed
115,276,63.0,Directed
115,507,15.0,Directed
115,556,35.0,Directed
116,16,4.0,Directed
116,21,44.0,Directed
116,64,14.0,Directed
116,65,36.0,Directed
116,77,26.0,Directed
116,96,15.0,Directed
116,103,29.0,Directed
116,111,23.0,Directed
116,131,25.0,Directed
116,135,42.0,Directed
116,145,25.0,Directed
116,171,34.0,Directed
116,194,13.0,Directed
116,211,29.0,Directed
116,249,19.0,Directed
116,256,60.0,Directed
116,276,13.0,Directed
116,552,22.0,Directed
116,556,36.0,Directed
119,21,9.0,Directed
119,38,4.0,Directed
119,64,35.0,Directed
119,65,28.0,Directed
119,96,42.0,Directed
119,103,23.0,Directed
119,105,63.0,Directed
119,107,45.0,Directed
119,129,46.0,Directed
119,131,57.0,Directed
119,171,28.0,Directed
119,184,17.0,Directed
119,194,21.0,Directed
119,211,40.0,Directed
119,232,33.0,Directed
119,256,35.0,Directed
119,276,36.0,Directed
119,394,30.0,Directed
119,552,35.0,Directed
119,556,46.0,Directed
131,16,23.0,Directed
131,21,18.0,Directed
131,61,20.0,Directed
131,64,15.0,Directed
131,65,13.0,Directed
131,96,21.0,Directed
131,103,18.0,Directed
131,105,33.0,Directed
131,111,12.0,Directed
131,115,14.0,Directed
131,116,4.0,Directed
131,119,9.0,Directed
131,129,10.0,Directed
131,135,17.0,Directed
131,142,4.0,Directed
131,171,9.0,Directed
131,194,13.0,Directed
131,211,21.0,Directed
131,249,8.0,Directed
131,256,27.0,Directed
131,276,12.0,Directed
131,394,5.0,Directed
131,556,12.0,Directed
135,21,10.0,Directed
135,64,19.0,Directed
135,65,15.0,Directed
135,77,24.0,Directed
135,96,13.0,Directed
135,103,17.0,Directed
135,105,4.0,Directed
135,107,11.0,Directed
135,111,5.0,Directed
135,116,10.0,Directed
135,119,8.0,Directed
135,126,10.0,Directed
135,131,28.0,Directed
135,145,10.0,Directed
135,171,13.0,Directed
135,184,11.0,Directed
135,194,26.0,Directed
135,211,21.0,Directed
135,229,23.0,Directed
135,249,13.0,Directed
135,256,27.0,Directed
135,276,17.0,Directed
135,394,20.0,Directed
135,556,25.0,Directed
145,16,25.0,Directed
145,21,33.0,Directed
145,64,21.0,Directed
145,65,38.0,Directed
145,77,26.0,Directed
145,96,47.0,Directed
145,103,27.0,Directed
145,105,33.0,Directed
145,107,25.0,Directed
145,111,27.0,Directed
145,115,24.0,Directed
145,116,29.0,Directed
145,119,28.0,Directed
145,129,12.0,Directed
145,131,6.0,Directed
145,135,25.0,Directed
145,171,12.0,Directed
145,184,11.0,Directed
145,194,14.0,Directed
145,211,21.0,Directed
145,216,5.0,Directed
145,229,11.0,Directed
145,249,11.0,Directed
145,256,19.0,Directed
145,276,13.0,Directed
145,394,5.0,Directed
145,556,45.0,Directed
171,16,16.0,Directed
171,21,23.0,Directed
171,64,19.0,Directed
171,65,10.0,Directed
171,77,7.0,Directed
171,96,19.0,Directed
171,103,22.0,Directed
171,105,22.0,Directed
171,107,30.0,Directed
171,111,12.0,Directed
171,115,19.0,Directed
171,116,34.0,Directed
171,119,14.0,Directed
171,129,19.0,Directed
171,131,38.0,Directed
171,135,21.0,Directed
171,194,13.0,Directed
171,211,22.0,Directed
171,249,13.0,Directed
171,256,40.0,Directed
171,276,12.0,Directed
171,556,23.0,Directed
184,21,26.0,Directed
184,64,23.0,Directed
184,65,27.0,Directed
184,96,45.0,Directed
184,103,22.0,Directed
184,105,37.0,Directed
184,106,34.0,Directed
184,107,17.0,Directed
184,111,27.0,Directed
184,115,31.0,Directed
184,116,17.0,Directed
184,119,25.0,Directed
184,131,17.0,Directed
184,135,34.0,Directed
184,171,15.0,Directed
184,194,33.0,Directed
184,211,12.0,Directed
184,249,30.0,Directed
184,256,19.0,Directed
184,276,48.0,Directed
184,394,9.0,Directed
184,556,13.0,Directed
194,21,23.0,Directed
194,64,52.0,Directed
194,65,21.0,Directed
194,77,32.0,Directed
194,96,24.0,Directed
194,103,42.0,Directed
194,105,31.0,Directed
194,106,49.0,Directed
194,107,32.0,Directed
194,111,13.0,Directed
194,119,26.0,Directed
194,129,22.0,Directed
194,131,35.0,Directed
194,145,12.0,Directed
194,184,46.0,Directed
194,211,5.0,Directed
194,256,27.0,Directed
194,276,18.0,Directed
194,394,24.0,Directed
194,556,12.0,Directed
256,21,37.0,Directed
256,64,8.0,Directed
256,65,41.0,Directed
256,77,22.0,Directed
256,96,38.0,Directed
256,103,28.0,Directed
256,105,23.0,Directed
256,107,43.0,Directed
256,111,18.0,Directed
256,116,42.0,Directed
256,119,21.0,Directed
256,131,22.0,Directed
256,135,11.0,Directed
256,142,32.0,Directed
256,171,27.0,Directed
256,184,12.0,Directed
256,194,24.0,Directed
256,211,31.0,Directed
256,216,27.0,Directed
256,249,19.0,Directed
256,276,27.0,Directed
256,394,14.0,Directed
256,556,16.0,Directed
276,21,29.0,Directed
276,38,22.0,Directed
276,65,13.0,Directed
276,96,31.0,Directed
276,105,40.0,Directed
276,107,23.0,Directed
276,119,15.0,Directed
276,131,12.0,Directed
276,145,15.0,Directed
276,171,11.0,Directed
276,184,33.0,Directed
276,211,20.0,Directed
276,249,8.0,Directed
276,256,20.0,Directed
276,394,15.0,Directed
276,556,23.0,Directed
394,64,28.0,Directed
394,65,12.0,Directed
394,96,18.0,Directed
394,103,24.0,Directed
394,120,9.0,Directed
394,129,11.0,Directed
394,131,15.0,Directed
394,211,26.0,Directed
394,256,27.0,Directed
394,552,29.0,Directed
507,16,18.0,Directed
507,21,35.0,Directed
507,64,30.0,Directed
507,65,23.0,Directed
507,77,18.0,Directed
507,96,22.0,Directed
507,103,51.0,Directed
507,105,34.0,Directed
507,107,15.0,Directed
507,111,26.0,Directed
507,115,27.0,Directed
507,116,30.0,Directed
507,119,31.0,Directed
507,131,37.0,Directed
507,135,45.0,Directed
507,145,50.0,Directed
507,171,45.0,Directed
507,184,17.0,Directed
507,194,46.0,Directed
507,211,47.0,Directed
507,256,41.0,Directed
507,276,55.0,Directed
507,556,19.0,Directed
552,65,46.0,Directed
552,77,32.0,Directed
552,96,18.0,Directed
552,103,49.0,Directed
552,105,37.0,Directed
552,116,27.0,Directed
552,119,25.0,Directed
552,129,12.0,Directed
552,131,11.0,Directed
552,135,11.0,Directed
552,145,8.0,Directed
552,184,27.0,Directed
552,211,16.0,Directed
552,256,5.0,Directed
552,276,18.0,Directed
552,394,28.0,Directed
552,556,27.0,Directed
556,21,19.0,Directed
556,64,37.0,Directed
556,65,25.0,Directed
556,77,28.0,Directed
556,96,24.0,Directed
556,103,48.0,Directed
556,105,26.0,Directed
556,107,40.0,Directed
556,111,16.0,Directed
556,116,15.0,Directed
556,119,17.0,Directed
556,131,20.0,Directed
556,135,65.0,Directed
556,171,12.0,Directed
556,184,21.0,Directed
556,194,21.0,Directed
556,207,24.0,Directed
556,211,22.0,Directed
556,256,26.0,Directed
556,276,38.0,Directed
556,394,30.0,Directed
556,507,41.0,Directed
556,552,15.0,Directed
211,64,44.0,Directed
211,96,83.0,Directed
211,103,56.0,Directed
211,119,47.0,Directed
211,129,78.0,Directed
211,131,29.0,Directed
211,184,4.0,Directed
211,194,5.0,Directed
211,200,14.0,Directed
211,256,40.0,Directed
129,19,19.0,Directed
129,64,5.0,Directed
129,77,21.0,Directed
129,96,17.0,Directed
129,103,31.0,Directed
129,105,14.0,Directed
129,107,19.0,Directed
129,119,12.0,Directed
129,131,4.0,Directed
129,163,32.0,Directed
129,184,22.0,Directed
129,194,14.0,Directed
129,208,8.0,Directed
129,211,12.0,Directed
129,256,9.0,Directed
129,276,24.0,Directed
129,394,12.0,Directed
129,552,12.0,Directed
200,64,13.0,Directed
200,65,12.0,Directed
200,96,24.0,Directed
200,103,13.0,Directed
200,129,26.0,Directed
200,131,19.0,Directed
200,163,5.0,Directed
200,211,20.0,Directed
200,256,28.0,Directed
200,276,13.0,Directed
249,16,27.0,Directed
249,21,24.0,Directed
249,64,7.0,Directed
249,65,8.0,Directed
249,96,20.0,Directed
249,103,12.0,Directed
249,105,34.0,Directed
249,116,19.0,Directed
249,126,16.0,Directed
249,131,12.0,Directed
249,135,10.0,Directed
249,194,24.0,Directed
249,211,23.0,Directed
249,229,26.0,Directed
249,256,26.0,Directed
249,556,12.0,Directed
126,16,21.0,Directed
126,21,21.0,Directed
126,64,7.0,Directed
126,65,16.0,Directed
126,77,20.0,Directed
126,96,21.0,Directed
126,103,21.0,Directed
126,105,4.0,Directed
126,111,17.0,Directed
126,115,5.0,Directed
126,116,11.0,Directed
126,119,29.0,Directed
126,131,20.0,Directed
126,135,18.0,Directed
126,145,17.0,Directed
126,171,10.0,Directed
126,194,4.0,Directed
126,211,28.0,Directed
126,229,36.0,Directed
126,249,46.0,Directed
126,256,22.0,Directed
126,556,26.0,Directed
229,16,16.0,Directed
229,21,27.0,Directed
229,64,16.0,Directed
229,65,22.0,Directed
229,96,27.0,Directed
229,103,23.0,Directed
229,105,14.0,Directed
229,111,5.0,Directed
229,115,9.0,Directed
229,116,11.0,Directed
229,119,20.0,Directed
229,126,26.0,Directed
229,129,20.0,Directed
229,131,18.0,Directed
229,135,17.0,Directed
229,171,19.0,Directed
229,184,14.0,Directed
229,211,22.0,Directed
229,249,34.0,Directed
229,256,11.0,Directed
229,276,8.0,Directed
229,552,24.0,Directed
229,556,14.0,Directed
148,86,15.0,Directed
148,96,9.0,Directed
148,103,12.0,Directed
148,105,20.0,Directed
148,107,41.0,Directed
148,120,12.0,Directed
148,129,15.0,Directed
148,184,15.0,Directed
148,194,13.0,Directed
148,208,26.0,Directed
148,211,15.0,Directed
148,232,29.0,Directed
148,252,28.0,Directed
148,276,4.0,Directed
86,22,14.0,Directed
86,39,24.0,Directed
86,112,14.0,Directed
86,159,22.0,Directed
86,208,5.0,Directed
86,231,30.0,Directed
86,795,12.0,Directed
22,476,19.0,Directed
22,799,14.0,Directed
70,143,21.0,Directed
70,213,13.0,Directed
71,22,29.0,Directed
71,231,23.0,Directed
71,431,18.0,Directed
127,31,27.0,Directed
127,35,21.0,Directed
127,71,16.0,Directed
127,143,14.0,Directed
158,11,24.0,Directed
158,18,23.0,Directed
158,93,34.0,Directed
158,134,8.0,Directed
158,154,21.0,Directed
188,213,25.0,Directed
188,431,4.0,Directed
189,139,9.0,Directed
191,123,27.0,Directed
191,127,14.0,Directed
191,143,9.0,Directed
191,188,7.0,Directed
191,376,26.0,Directed
191,799,29.0,Directed
213,15,12.0,Directed
213,22,47.0,Directed
213,70,30.0,Directed
213,188,10.0,Directed
213,492,11.0,Directed
231,70,21.0,Directed
231,71,26.0,Directed
231,134,13.0,Directed
231,188,21.0,Directed
231,191,27.0,Directed
231,237,23.0,Directed
231,288,39.0,Directed
231,376,30.0,Directed
258,143,22.0,Directed
258,165,43.0,Directed
258,185,5.0,Directed
258,188,8.0,Directed
258,283,9.0,Directed
288,376,13.0,Directed
304,6,14.0,Directed
304,35,4.0,Directed
304,134,17.0,Directed
304,143,17.0,Directed
304,188,11.0,Directed
376,213,12.0,Directed
431,31,5.0,Directed
431,188,14.0,Directed
431,376,13.0,Directed
463,213,16.0,Directed
463,304,9.0,Directed
476,18,22.0,Directed
476,185,14.0,Directed
476,247,11.0,Directed
476,283,5.0,Directed
799,165,6.0,Directed
799,185,11.0,Directed
799,283,9.0,Directed
39,15,12.0,Directed
39,17,10.0,Directed
39,27,8.0,Directed
39,50,15.0,Directed
39,51,8.0,Directed
39,78,13.0,Directed
39,86,19.0,Directed
39,112,15.0,Directed
39,146,11.0,Directed
39,156,10.0,Directed
39,159,6.0,Directed
39,209,6.0,Directed
39,221,9.0,Directed
39,231,23.0,Directed
39,288,13.0,Directed
39,298,11.0,Directed
15,22,21.0,Directed
15,39,5.0,Directed
15,70,15.0,Directed
15,71,12.0,Directed
15,86,23.0,Directed
15,112,49.0,Directed
15,127,16.0,Directed
15,158,13.0,Directed
15,188,28.0,Directed
15,189,19.0,Directed
15,231,20.0,Directed
15,237,27.0,Directed
15,246,19.0,Directed
15,288,9.0,Directed
15,431,11.0,Directed
15,463,21.0,Directed
15,469,8.0,Directed
27,10,10.0,Directed
27,39,11.0,Directed
27,47,4.0,Directed
27,50,12.0,Directed
27,72,13.0,Directed
27,78,19.0,Directed
27,86,18.0,Directed
27,87,5.0,Directed
27,132,4.0,Directed
27,146,10.0,Directed
27,147,9.0,Directed
27,149,13.0,Directed
27,156,22.0,Directed
27,209,7.0,Directed
27,221,9.0,Directed
27,262,5.0,Directed
27,298,10.0,Directed
27,595,8.0,Directed
27,607,8.0,Directed
27,685,16.0,Directed
27,795,13.0,Directed
50,10,8.0,Directed
50,27,15.0,Directed
50,32,15.0,Directed
50,39,23.0,Directed
50,78,14.0,Directed
50,86,13.0,Directed
50,146,16.0,Directed
50,156,10.0,Directed
50,209,14.0,Directed
50,212,10.0,Directed
50,221,10.0,Directed
50,230,16.0,Directed
50,298,6.0,Directed
50,595,12.0,Directed
51,27,17.0,Directed
51,39,21.0,Directed
51,50,14.0,Directed
51,78,15.0,Directed
51,86,17.0,Directed
51,112,10.0,Directed
51,146,15.0,Directed
51,156,12.0,Directed
51,186,13.0,Directed
51,187,11.0,Directed
51,209,18.0,Directed
51,221,10.0,Directed
51,225,10.0,Directed
51,262,7.0,Directed
51,298,5.0,Directed
51,313,5.0,Directed
51,685,9.0,Directed
51,795,6.0,Directed
78,39,10.0,Directed
78,50,10.0,Directed
78,86,5.0,Directed
78,112,4.0,Directed
78,146,11.0,Directed
78,147,4.0,Directed
78,156,4.0,Directed
78,209,5.0,Directed
78,212,5.0,Directed
78,262,4.0,Directed
78,298,7.0,Directed
112,31,7.0,Directed
112,70,10.0,Directed
112,71,4.0,Directed
112,191,8.0,Directed
146,39,14.0,Directed
146,50,6.0,Directed
146,78,6.0,Directed
146,86,8.0,Directed
146,112,9.0,Directed
146,186,5.0,Directed
146,225,5.0,Directed
146,298,9.0,Directed
146,589,6.0,Directed
156,27,4.0,Directed
156,39,9.0,Directed
156,48,7.0,Directed
156,50,5.0,Directed
156,78,4.0,Directed
156,86,4.0,Directed
156,87,5.0,Directed
156,159,5.0,Directed
156,221,9.0,Directed
156,685,4.0,Directed
156,795,12.0,Directed
159,10,4.0,Directed
159,17,5.0,Directed
159,86,4.0,Directed
159,112,4.0,Directed
159,132,4.0,Directed
159,156,4.0,Directed
159,625,6.0,Directed
159,763,4.0,Directed
209,10,5.0,Directed
209,27,6.0,Directed
209,39,6.0,Directed
209,48,6.0,Directed
209,50,9.0,Directed
209,72,5.0,Directed
209,78,8.0,Directed
209,86,6.0,Directed
209,132,4.0,Directed
209,182,4.0,Directed
209,212,4.0,Directed
209,221,4.0,Directed
209,262,5.0,Directed
209,298,5.0,Directed
209,543,4.0,Directed
209,607,4.0,Directed
209,625,7.0,Directed
221,39,4.0,Directed
221,72,6.0,Directed
221,86,8.0,Directed
221,150,5.0,Directed
221,152,4.0,Directed
221,156,5.0,Directed
221,159,7.0,Directed
221,231,7.0,Directed
221,595,4.0,Directed
298,39,13.0,Directed
298,50,15.0,Directed
298,78,7.0,Directed
298,112,7.0,Directed
298,146,20.0,Directed
298,147,9.0,Directed
298,156,4.0,Directed
298,209,7.0,Directed
298,212,5.0,Directed
298,221,4.0,Directed
298,225,6.0,Directed
298,431,4.0,Directed
208,39,5.0,Directed
208,72,4.0,Directed
208,86,18.0,Directed
208,112,7.0,Directed
208,209,8.0,Directed
208,237,5.0,Directed
72,27,6.0,Directed
72,39,6.0,Directed
72,86,19.0,Directed
72,146,4.0,Directed
72,156,5.0,Directed
72,159,4.0,Directed
72,221,20.0,Directed
72,231,18.0,Directed
72,795,4.0,Directed
237,15,11.0,Directed
237,22,6.0,Directed
237,31,7.0,Directed
237,78,5.0,Directed
237,86,8.0,Directed
237,112,10.0,Directed
237,127,4.0,Directed
237,209,4.0,Directed
237,213,5.0,Directed
237,231,5.0,Directed
237,288,4.0,Directed
237,431,5.0,Directed
237,726,7.0,Directed
795,39,5.0,Directed
795,50,9.0,Directed
795,78,4.0,Directed
795,86,4.0,Directed
795,87,4.0,Directed
795,146,5.0,Directed
795,209,7.0,Directed
795,221,4.0,Directed
87,39,6.0,Directed
87,50,5.0,Directed
87,132,4.0,Directed
87,156,8.0,Directed
87,159,4.0,Directed
87,221,7.0,Directed
87,763,5.0,Directed
87,795,5.0,Directed
232,19,4.0,Directed
232,64,7.0,Directed
232,65,4.0,Directed
232,96,14.0,Directed
232,103,12.0,Directed
232,105,5.0,Directed
232,107,8.0,Directed
232,110,8.0,Directed
232,129,7.0,Directed
232,131,5.0,Directed
232,171,5.0,Directed
232,184,4.0,Directed
232,211,7.0,Directed
232,256,6.0,Directed
232,276,4.0,Directed
232,552,6.0,Directed
19,17,4.0,Directed
