Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
mount,Cellbit,30.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,Felps,36.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,G0ularte,14.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,Gabi,21.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,Gaules,4.0,Directed,Grand Theft Auto V,Counter-Strike: Global Offensive,Portuguese,Portuguese
mount,Guaxinim,8.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,NOBRU,10.0,Directed,Grand Theft Auto V,Garena Free Fire,Portuguese,Portuguese
mount,Rakin,13.0,Directed,Grand Theft Auto V,New World,Portuguese,Portuguese
mount,alanzoka,23.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,calango,30.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,loud_coringa,12.0,Directed,Grand Theft Auto V,Grand Theft Auto V,Portuguese,Portuguese
mount,lubatv,19.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
mount,tioorochitwitch,8.0,Directed,Grand Theft Auto V,Just Chatting,Portuguese,Portuguese
paulanobre,Cellbit,19.0,Directed,VALORANT,Just Chatting,Portuguese,Portuguese
paulanobre,Felps,11.0,Directed,VALORANT,Just Chatting,Portuguese,Portuguese
paulanobre,Gabi,4.0,Directed,VALORANT,Just Chatting,Portuguese,Portuguese
paulanobre,Gaules,15.0,Directed,VALORANT,Counter-Strike: Global Offensive,Portuguese,Portuguese
paulanobre,PlayHard,5.0,Directed,VALORANT,Grand Theft Auto V,Portuguese,Portuguese
paulanobre,Rakin,19.0,Directed,VALORANT,New World,Portuguese,Portuguese
paulanobre,alanzoka,13.0,Directed,VALORANT,Just Chatting,Portuguese,Portuguese
paulanobre,bakzera,23.0,Directed,VALORANT,Garena Free Fire,Portuguese,Portuguese
paulanobre,loud_coringa,7.0,Directed,VALORANT,Grand Theft Auto V,Portuguese,Portuguese
adolfz,Gaules,21.0,Directed,FIFA 21,Counter-Strike: Global Offensive,Portuguese,Portuguese
adolfz,alanzoka,6.0,Directed,FIFA 21,Just Chatting,Portuguese,Portuguese
adolfz,bakzera,8.0,Directed,FIFA 21,Garena Free Fire,Portuguese,Portuguese
adolfz,casimito,12.0,Directed,FIFA 21,Just Chatting,Portuguese,Portuguese
adolfz,loud_coringa,8.0,Directed,FIFA 21,Grand Theft Auto V,Portuguese,Portuguese
fnxLNTC,ESL_CSGO,7.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,English
fnxLNTC,Gaules,18.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fnxLNTC,alanzoka,27.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
fnxLNTC,casimito,13.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
fnxLNTC,deercheerup,13.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
fnxLNTC,fer,12.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fnxLNTC,gafallen,18.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fnxLNTC,liminhag0d,21.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fnxLNTC,neymarjr,22.0,Directed,Counter-Strike: Global Offensive,Fortnite,Portuguese,Portuguese
fnxLNTC,s1mple,15.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,English
deercheerup,Gaules,36.0,Directed,Just Chatting,Counter-Strike: Global Offensive,Portuguese,Portuguese
deercheerup,Smzinho,12.0,Directed,Just Chatting,Call of Duty: Warzone,Portuguese,Portuguese
deercheerup,YoDa,19.0,Directed,Just Chatting,League of Legends,Portuguese,Portuguese
deercheerup,alanzoka,27.0,Directed,Just Chatting,Just Chatting,Portuguese,Portuguese
deercheerup,bakzera,24.0,Directed,Just Chatting,Garena Free Fire,Portuguese,Portuguese
deercheerup,calango,18.0,Directed,Just Chatting,Just Chatting,Portuguese,Portuguese
deercheerup,casimito,22.0,Directed,Just Chatting,Just Chatting,Portuguese,Portuguese
deercheerup,cidcidoso,28.0,Directed,Just Chatting,Just Chatting,Portuguese,Portuguese
deercheerup,fer,21.0,Directed,Just Chatting,Counter-Strike: Global Offensive,Portuguese,Portuguese
deercheerup,fnxLNTC,39.0,Directed,Just Chatting,Counter-Strike: Global Offensive,Portuguese,Portuguese
deercheerup,liminhag0d,35.0,Directed,Just Chatting,Counter-Strike: Global Offensive,Portuguese,Portuguese
deercheerup,loud_coringa,34.0,Directed,Just Chatting,Grand Theft Auto V,Portuguese,Portuguese
fer,Amouranth,21.0,Directed,Counter-Strike: Global Offensive,ASMR,Portuguese,English
fer,ESL_CSGO,24.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,English
fer,Gaules,31.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fer,alanzoka,23.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
fer,casimito,25.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
fer,fnxLNTC,18.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fer,gafallen,13.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fer,liminhag0d,14.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
fer,ziGueira,4.0,Directed,Counter-Strike: Global Offensive,Call of Duty: Warzone,Portuguese,Portuguese
liminhag0d,FlowPodcast,8.0,Directed,Counter-Strike: Global Offensive,Talk Shows & Podcasts,Portuguese,Portuguese
liminhag0d,Gaules,25.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
liminhag0d,Rakin,23.0,Directed,Counter-Strike: Global Offensive,New World,Portuguese,Portuguese
liminhag0d,alanzoka,8.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
liminhag0d,casimito,10.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
liminhag0d,cidcidoso,13.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
liminhag0d,deercheerup,10.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
gafallen,Gaules,28.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
gafallen,alanzoka,6.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
gafallen,casimito,37.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
gafallen,deercheerup,15.0,Directed,Counter-Strike: Global Offensive,Just Chatting,Portuguese,Portuguese
gafallen,fnxLNTC,11.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
gafallen,liminhag0d,18.0,Directed,Counter-Strike: Global Offensive,Counter-Strike: Global Offensive,Portuguese,Portuguese
neymarjr,Amouranth,4.0,Directed,Fortnite,ASMR,Portuguese,English
neymarjr,NOBRU,5.0,Directed,Fortnite,Garena Free Fire,Portuguese,Portuguese
neymarjr,SLAKUN10,13.0,Directed,Fortnite,Just Chatting,Portuguese,Spanish
neymarjr,ibai,17.0,Directed,Fortnite,Just Chatting,Portuguese,Spanish
neymarjr,loud_coringa,22.0,Directed,Fortnite,Grand Theft Auto V,Portuguese,Portuguese
SLAKUN10,ElMariana,30.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish
SLAKUN10,LITkillah,11.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish
SLAKUN10,TheGrefg,18.0,Directed,Just Chatting,Fortnite,Spanish,Spanish
SLAKUN10,auronplay,34.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish
SLAKUN10,coscu,10.0,Directed,Just Chatting,League of Legends,Spanish,Spanish
SLAKUN10,ibai,35.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish
SLAKUN10,juansguarnizo,39.0,Directed,Just Chatting,Just Chatting,Spanish,Spanish
SLAKUN10,neymarjr,16.0,Directed,Just Chatting,Fortnite,Spanish,Portuguese
ibai,aXoZer,30.0,Directed,Just Chatting,Minecraft,Spanish,Spanish
ibai,xXxTheFocuSxXx,21.0,Directed,Just Chatting,Grand Theft Auto V,Spanish,Spanish
ironmouse,CDawgVA,28.0,Directed,Just Chatting,Apex Legends,English,English
ironmouse,nyanners,10.0,Directed,Just Chatting,Just Chatting,English,English
CDawgVA,CriticalRole,4.0,Directed,Apex Legends,Dungeons & Dragons,English,English
CDawgVA,ironmouse,37.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,ludwig,14.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,moistcr1tikal,10.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,nyanners,14.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,projektmelody,7.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,veibae,10.0,Directed,Apex Legends,Just Chatting,English,English
CDawgVA,xQcOW,4.0,Directed,Apex Legends,Grand Theft Auto V,English,English
ludwig,GeorgeNotFound,18.0,Directed,Just Chatting,Minecraft,English,English
ludwig,Mizkif,20.0,Directed,Just Chatting,Just Chatting,English,English
ludwig,QTCinderella,4.0,Directed,Just Chatting,Just Chatting,English,English
ludwig,Quackity,17.0,Directed,Just Chatting,Minecraft,English,English
ludwig,RanbooLive,34.0,Directed,Just Chatting,Minecraft,English,English
ludwig,Sykkuno,18.0,Directed,Just Chatting,Grand Theft Auto V,English,English
ludwig,Tubbo,24.0,Directed,Just Chatting,Minecraft,English,English
ludwig,moistcr1tikal,20.0,Directed,Just Chatting,Just Chatting,English,English
ludwig,summit1g,15.0,Directed,Just Chatting,Grand Theft Auto V,English,English
ludwig,tommyinnit,14.0,Directed,Just Chatting,Minecraft,English,English
ludwig,xQcOW,8.0,Directed,Just Chatting,Grand Theft Auto V,English,English
GeorgeNotFound,BadBoyHalo,26.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,DreamAlt_,25.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Foolish_Gamers,24.0,Directed,Minecraft,VALORANT,English,English
GeorgeNotFound,Fundy,17.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,JackManifoldTV,17.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,JustaMinx,21.0,Directed,Minecraft,Just Chatting,English,English
GeorgeNotFound,Nihachu,44.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Philza,24.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Quackity,40.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,QuackityToo,28.0,Directed,Minecraft,Just Chatting,English,English
GeorgeNotFound,RanbooLive,90.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Sapnap,33.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Sykkuno,27.0,Directed,Minecraft,Grand Theft Auto V,English,English
GeorgeNotFound,Technoblade,19.0,Directed,Minecraft,other,English,English
GeorgeNotFound,ThisIsNotGeorgeNotFound,26.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,Tubbo,45.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,TubboLIVE,33.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,WilburSoot,38.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,dreamwastaken,66.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,hannahxxrose,25.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,karljacobs,27.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,ranboobutnot,26.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,sapnapalt,35.0,Directed,Minecraft,VALORANT,English,English
GeorgeNotFound,skeppy,11.0,Directed,Minecraft,other,English,English
GeorgeNotFound,tommyinnit,81.0,Directed,Minecraft,Minecraft,English,English
GeorgeNotFound,tommyinnitalt,18.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Antfrost,4.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,CaptainPuffy,38.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,DreamAlt_,4.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,DropsByPonk,9.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Eret,13.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Foolish_Gamers,21.0,Directed,Minecraft,VALORANT,English,English
BadBoyHalo,Fundy,30.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,GeorgeNotFound,58.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,JackManifoldTV,41.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,JustaMinx,32.0,Directed,Minecraft,Just Chatting,English,English
BadBoyHalo,Nihachu,25.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Philza,43.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Purpled,32.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Quackity,45.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,QuackityToo,27.0,Directed,Minecraft,Just Chatting,English,English
BadBoyHalo,RanbooLive,56.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Sapnap,54.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,Sykkuno,14.0,Directed,Minecraft,Grand Theft Auto V,English,English
BadBoyHalo,Technoblade,28.0,Directed,Minecraft,other,English,English
BadBoyHalo,ThisIsNotGeorgeNotFound,15.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,TinaKitten,23.0,Directed,Minecraft,Among Us,English,English
BadBoyHalo,Tubbo,63.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,TubboLIVE,33.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,WilburSoot,51.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,awesamdude,12.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,dreamwastaken,61.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,hannahxxrose,19.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,jschlatt,25.0,Directed,Minecraft,other,English,English
BadBoyHalo,karljacobs,43.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,karlnetwork,37.0,Directed,Minecraft,Gang Beasts,English,English
BadBoyHalo,ranboobutnot,14.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,sapnapalt,33.0,Directed,Minecraft,VALORANT,English,English
BadBoyHalo,skeppy,37.0,Directed,Minecraft,other,English,English
BadBoyHalo,tommyinnit,59.0,Directed,Minecraft,Minecraft,English,English
BadBoyHalo,tommyinnitalt,22.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Antfrost,23.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,BadBoyHalo,42.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,CaptainPuffy,21.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Corpse_Husband,18.0,Directed,Minecraft,Back 4 Blood,English,English
DreamAlt_,DropsByPonk,33.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Eret,22.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Foolish_Gamers,41.0,Directed,Minecraft,VALORANT,English,English
DreamAlt_,Fundy,23.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,GeorgeNotFound,88.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,JackManifoldTV,37.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,JustaMinx,26.0,Directed,Minecraft,Just Chatting,English,English
DreamAlt_,Nihachu,39.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Philza,60.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Punz,13.0,Directed,Minecraft,VALORANT,English,English
DreamAlt_,Purpled,15.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Quackity,64.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,QuackityToo,52.0,Directed,Minecraft,Just Chatting,English,English
DreamAlt_,RanbooLive,57.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Sapnap,47.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,Sykkuno,15.0,Directed,Minecraft,Grand Theft Auto V,English,English
DreamAlt_,ThisIsNotGeorgeNotFound,36.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,TinaKitten,13.0,Directed,Minecraft,Among Us,English,English
DreamAlt_,Tubbo,40.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,TubboLIVE,48.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,WilburSoot,51.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,aimsey,23.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,awesamdude,18.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,dreamwastaken,58.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,hannahxxrose,34.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,jschlatt,4.0,Directed,Minecraft,other,English,English
DreamAlt_,karljacobs,33.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,karlnetwork,38.0,Directed,Minecraft,Gang Beasts,English,English
DreamAlt_,ranboobutnot,46.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,sapnapalt,41.0,Directed,Minecraft,VALORANT,English,English
DreamAlt_,skeppy,12.0,Directed,Minecraft,other,English,English
DreamAlt_,tommyinnit,50.0,Directed,Minecraft,Minecraft,English,English
DreamAlt_,tommyinnitalt,35.0,Directed,Minecraft,Minecraft,English,English
Foolish_Gamers,BadBoyHalo,31.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,CaptainPuffy,15.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,CaptainSparklez,8.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Fundy,15.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,GeorgeNotFound,25.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,JackManifoldTV,27.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,JustaMinx,39.0,Directed,VALORANT,Just Chatting,English,English
Foolish_Gamers,Nihachu,18.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Philza,38.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Quackity,27.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,QuackityToo,18.0,Directed,VALORANT,Just Chatting,English,English
Foolish_Gamers,RanbooLive,37.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Sapnap,25.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Slimecicle,11.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Sykkuno,14.0,Directed,VALORANT,Grand Theft Auto V,English,English
Foolish_Gamers,ThisIsNotGeorgeNotFound,24.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,Tubbo,39.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,TubboLIVE,21.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,WilburSoot,26.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,awesamdude,12.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,dreamwastaken,30.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,hannahxxrose,30.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,karljacobs,42.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,karlnetwork,23.0,Directed,VALORANT,Gang Beasts,English,English
Foolish_Gamers,ranboobutnot,26.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,sapnapalt,10.0,Directed,VALORANT,VALORANT,English,English
Foolish_Gamers,skeppy,17.0,Directed,VALORANT,other,English,English
Foolish_Gamers,tommyinnit,45.0,Directed,VALORANT,Minecraft,English,English
Foolish_Gamers,tommyinnitalt,21.0,Directed,VALORANT,Minecraft,English,English
Fundy,Antfrost,35.0,Directed,Minecraft,Minecraft,English,English
Fundy,BadBoyHalo,55.0,Directed,Minecraft,Minecraft,English,English
Fundy,CaptainPuffy,41.0,Directed,Minecraft,Minecraft,English,English
Fundy,DropsByPonk,27.0,Directed,Minecraft,Minecraft,English,English
Fundy,Eret,15.0,Directed,Minecraft,Minecraft,English,English
Fundy,Foolish_Gamers,21.0,Directed,Minecraft,VALORANT,English,English
Fundy,GeorgeNotFound,63.0,Directed,Minecraft,Minecraft,English,English
Fundy,JackManifoldTV,51.0,Directed,Minecraft,Minecraft,English,English
Fundy,JustaMinx,58.0,Directed,Minecraft,Just Chatting,English,English
Fundy,Nihachu,26.0,Directed,Minecraft,Minecraft,English,English
Fundy,Philza,36.0,Directed,Minecraft,Minecraft,English,English
Fundy,Punz,9.0,Directed,Minecraft,VALORANT,English,English
Fundy,Purpled,29.0,Directed,Minecraft,Minecraft,English,English
Fundy,Quackity,34.0,Directed,Minecraft,Minecraft,English,English
Fundy,QuackityToo,28.0,Directed,Minecraft,Just Chatting,English,English
Fundy,RanbooLive,58.0,Directed,Minecraft,Minecraft,English,English
Fundy,Sapnap,44.0,Directed,Minecraft,Minecraft,English,English
Fundy,Slimecicle,22.0,Directed,Minecraft,Minecraft,English,English
Fundy,Technoblade,33.0,Directed,Minecraft,other,English,English
Fundy,ThisIsNotGeorgeNotFound,21.0,Directed,Minecraft,Minecraft,English,English
Fundy,Tubbo,66.0,Directed,Minecraft,Minecraft,English,English
Fundy,TubboLIVE,17.0,Directed,Minecraft,Minecraft,English,English
Fundy,WilburSoot,50.0,Directed,Minecraft,Minecraft,English,English
Fundy,aimsey,20.0,Directed,Minecraft,Minecraft,English,English
Fundy,awesamdude,38.0,Directed,Minecraft,Minecraft,English,English
Fundy,dreamwastaken,47.0,Directed,Minecraft,Minecraft,English,English
Fundy,hannahxxrose,44.0,Directed,Minecraft,Minecraft,English,English
Fundy,jschlatt,18.0,Directed,Minecraft,other,English,English
Fundy,karljacobs,40.0,Directed,Minecraft,Minecraft,English,English
Fundy,karlnetwork,32.0,Directed,Minecraft,Gang Beasts,English,English
Fundy,pokimane,29.0,Directed,Minecraft,VALORANT,English,English
Fundy,ranboobutnot,25.0,Directed,Minecraft,Minecraft,English,English
Fundy,sapnapalt,70.0,Directed,Minecraft,VALORANT,English,English
Fundy,skeppy,40.0,Directed,Minecraft,other,English,English
Fundy,tommyinnit,65.0,Directed,Minecraft,Minecraft,English,English
Fundy,tommyinnitalt,61.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Antfrost,14.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,BadBoyHalo,53.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,CaptainPuffy,35.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Corpse_Husband,24.0,Directed,Minecraft,Back 4 Blood,English,English
JackManifoldTV,DreamAlt_,21.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,DropsByPonk,31.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Foolish_Gamers,18.0,Directed,Minecraft,VALORANT,English,English
JackManifoldTV,Fundy,51.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,GeorgeNotFound,46.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,JustaMinx,34.0,Directed,Minecraft,Just Chatting,English,English
JackManifoldTV,Nihachu,45.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Philza,38.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Punz,35.0,Directed,Minecraft,VALORANT,English,English
JackManifoldTV,Purpled,26.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Quackity,64.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,QuackityToo,31.0,Directed,Minecraft,Just Chatting,English,English
JackManifoldTV,RanbooLive,60.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Sapnap,47.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,Sykkuno,15.0,Directed,Minecraft,Grand Theft Auto V,English,English
JackManifoldTV,Technoblade,46.0,Directed,Minecraft,other,English,English
JackManifoldTV,ThisIsNotGeorgeNotFound,30.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,TinaKitten,19.0,Directed,Minecraft,Among Us,English,English
JackManifoldTV,Tubbo,54.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,TubboLIVE,30.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,WilburSoot,66.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,awesamdude,32.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,dreamwastaken,69.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,hannahxxrose,22.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,jschlatt,70.0,Directed,Minecraft,other,English,English
JackManifoldTV,karljacobs,62.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,karlnetwork,41.0,Directed,Minecraft,Gang Beasts,English,English
JackManifoldTV,ranboobutnot,57.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,sapnapalt,32.0,Directed,Minecraft,VALORANT,English,English
JackManifoldTV,skeppy,53.0,Directed,Minecraft,other,English,English
JackManifoldTV,tommyinnit,95.0,Directed,Minecraft,Minecraft,English,English
JackManifoldTV,tommyinnitalt,43.0,Directed,Minecraft,Minecraft,English,English
JustaMinx,BadBoyHalo,15.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,CaptainPuffy,16.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Emiru,26.0,Directed,Just Chatting,League of Legends,English,English
JustaMinx,Eret,15.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Foolish_Gamers,27.0,Directed,Just Chatting,VALORANT,English,English
JustaMinx,GeorgeNotFound,40.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,HasanAbi,17.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,JackManifoldTV,42.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Kaceytron,70.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,Maya,34.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,Mizkif,58.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,Nihachu,14.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Nmplol,31.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,PaymoneyWubby,4.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,Philza,30.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Quackity,18.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,QuackityToo,34.0,Directed,Just Chatting,Just Chatting,English,English
JustaMinx,RanbooLive,30.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Sapnap,16.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,ThisIsNotGeorgeNotFound,35.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,Tubbo,27.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,TubboLIVE,27.0,Directed,Just Chatting,Minecraft,English,English
