Source,Target,Weight,Type,Source Top Game,Target Top Game,Source Language,Target Language
JustaMinx,WilburSoot,48.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,cyr,23.0,Directed,Just Chatting,Grand Theft Auto V,English,English
JustaMinx,dreamwastaken,42.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,hannahxxrose,15.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,karljacobs,33.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,karlnetwork,17.0,Directed,Just Chatting,Gang Beasts,English,English
JustaMinx,ranboobutnot,49.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,sapnapalt,17.0,Directed,Just Chatting,VALORANT,English,English
JustaMinx,sodapoppin,22.0,Directed,Just Chatting,World of Warcraft,English,English
JustaMinx,tommyinnit,36.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,tommyinnitalt,8.0,Directed,Just Chatting,Minecraft,English,English
JustaMinx,xQcOW,6.0,Directed,Just Chatting,Grand Theft Auto V,English,English
Nihachu,BadBoyHalo,31.0,Directed,Minecraft,Minecraft,English,English
Nihachu,CaptainPuffy,27.0,Directed,Minecraft,Minecraft,English,English
Nihachu,DreamAlt_,24.0,Directed,Minecraft,Minecraft,English,English
Nihachu,Foolish_Gamers,13.0,Directed,Minecraft,VALORANT,English,English
Nihachu,Fundy,64.0,Directed,Minecraft,Minecraft,English,English
Nihachu,GeorgeNotFound,53.0,Directed,Minecraft,Minecraft,English,English
Nihachu,JackManifoldTV,54.0,Directed,Minecraft,Minecraft,English,English
Nihachu,JustaMinx,61.0,Directed,Minecraft,Just Chatting,English,English
Nihachu,Philza,38.0,Directed,Minecraft,Minecraft,English,English
Nihachu,Quackity,26.0,Directed,Minecraft,Minecraft,English,English
Nihachu,QuackityToo,17.0,Directed,Minecraft,Just Chatting,English,English
Nihachu,RanbooLive,52.0,Directed,Minecraft,Minecraft,English,English
Nihachu,Sapnap,44.0,Directed,Minecraft,Minecraft,English,English
Nihachu,Technoblade,26.0,Directed,Minecraft,other,English,English
Nihachu,ThisIsNotGeorgeNotFound,33.0,Directed,Minecraft,Minecraft,English,English
Nihachu,Tubbo,48.0,Directed,Minecraft,Minecraft,English,English
Nihachu,TubboLIVE,38.0,Directed,Minecraft,Minecraft,English,English
Nihachu,WilburSoot,63.0,Directed,Minecraft,Minecraft,English,English
Nihachu,dreamwastaken,38.0,Directed,Minecraft,Minecraft,English,English
Nihachu,hannahxxrose,16.0,Directed,Minecraft,Minecraft,English,English
Nihachu,karljacobs,29.0,Directed,Minecraft,Minecraft,English,English
Nihachu,karlnetwork,11.0,Directed,Minecraft,Gang Beasts,English,English
Nihachu,ranboobutnot,12.0,Directed,Minecraft,Minecraft,English,English
Nihachu,sapnapalt,16.0,Directed,Minecraft,VALORANT,English,English
Nihachu,skeppy,19.0,Directed,Minecraft,other,English,English
Nihachu,tommyinnit,52.0,Directed,Minecraft,Minecraft,English,English
Nihachu,tommyinnitalt,17.0,Directed,Minecraft,Minecraft,English,English
Philza,BadBoyHalo,19.0,Directed,Minecraft,Minecraft,English,English
Philza,CaptainPuffy,6.0,Directed,Minecraft,Minecraft,English,English
Philza,Foolish_Gamers,4.0,Directed,Minecraft,VALORANT,English,English
Philza,Fundy,12.0,Directed,Minecraft,Minecraft,English,English
Philza,GeorgeNotFound,24.0,Directed,Minecraft,Minecraft,English,English
Philza,JackManifoldTV,9.0,Directed,Minecraft,Minecraft,English,English
Philza,JustaMinx,14.0,Directed,Minecraft,Just Chatting,English,English
Philza,Nihachu,16.0,Directed,Minecraft,Minecraft,English,English
Philza,Quackity,19.0,Directed,Minecraft,Minecraft,English,English
Philza,QuackityToo,14.0,Directed,Minecraft,Just Chatting,English,English
Philza,RanbooLive,34.0,Directed,Minecraft,Minecraft,English,English
Philza,Sapnap,21.0,Directed,Minecraft,Minecraft,English,English
Philza,Sykkuno,4.0,Directed,Minecraft,Grand Theft Auto V,English,English
Philza,Technoblade,10.0,Directed,Minecraft,other,English,English
Philza,ThisIsNotGeorgeNotFound,7.0,Directed,Minecraft,Minecraft,English,English
Philza,Tubbo,31.0,Directed,Minecraft,Minecraft,English,English
Philza,TubboLIVE,17.0,Directed,Minecraft,Minecraft,English,English
Philza,WilburSoot,35.0,Directed,Minecraft,Minecraft,English,English
Philza,awesamdude,4.0,Directed,Minecraft,Minecraft,English,English
Philza,dreamwastaken,28.0,Directed,Minecraft,Minecraft,English,English
Philza,hannahxxrose,5.0,Directed,Minecraft,Minecraft,English,English
Philza,karljacobs,12.0,Directed,Minecraft,Minecraft,English,English
Philza,karlnetwork,7.0,Directed,Minecraft,Gang Beasts,English,English
Philza,ranboobutnot,10.0,Directed,Minecraft,Minecraft,English,English
Philza,sapnapalt,6.0,Directed,Minecraft,VALORANT,English,English
Philza,skeppy,13.0,Directed,Minecraft,other,English,English
Philza,tommyinnit,45.0,Directed,Minecraft,Minecraft,English,English
Philza,tommyinnitalt,18.0,Directed,Minecraft,Minecraft,English,English
Quackity,AriGameplays,12.0,Directed,Minecraft,Minecraft,English,Spanish
Quackity,DreamAlt_,11.0,Directed,Minecraft,Minecraft,English,English
Quackity,ElSpreen,18.0,Directed,Minecraft,Just Chatting,English,Spanish
Quackity,Fundy,18.0,Directed,Minecraft,Minecraft,English,English
Quackity,GeorgeNotFound,35.0,Directed,Minecraft,Minecraft,English,English
Quackity,JackManifoldTV,14.0,Directed,Minecraft,Minecraft,English,English
Quackity,Nihachu,19.0,Directed,Minecraft,Minecraft,English,English
Quackity,Philza,13.0,Directed,Minecraft,Minecraft,English,English
Quackity,QuackityToo,35.0,Directed,Minecraft,Just Chatting,English,English
Quackity,RanbooLive,36.0,Directed,Minecraft,Minecraft,English,English
Quackity,Sapnap,30.0,Directed,Minecraft,Minecraft,English,English
Quackity,ThisIsNotGeorgeNotFound,21.0,Directed,Minecraft,Minecraft,English,English
Quackity,Tubbo,25.0,Directed,Minecraft,Minecraft,English,English
Quackity,TubboLIVE,34.0,Directed,Minecraft,Minecraft,English,English
Quackity,WilburSoot,28.0,Directed,Minecraft,Minecraft,English,English
Quackity,dreamwastaken,51.0,Directed,Minecraft,Minecraft,English,English
Quackity,juansguarnizo,27.0,Directed,Minecraft,Just Chatting,English,Spanish
Quackity,karljacobs,38.0,Directed,Minecraft,Minecraft,English,English
Quackity,karlnetwork,22.0,Directed,Minecraft,Gang Beasts,English,English
Quackity,ranboobutnot,27.0,Directed,Minecraft,Minecraft,English,English
Quackity,sapnapalt,26.0,Directed,Minecraft,VALORANT,English,English
Quackity,skeppy,23.0,Directed,Minecraft,other,English,English
Quackity,tommyinnit,33.0,Directed,Minecraft,Minecraft,English,English
Quackity,tommyinnitalt,12.0,Directed,Minecraft,Minecraft,English,English
QuackityToo,AriGameplays,4.0,Directed,Just Chatting,Minecraft,English,Spanish
QuackityToo,BadBoyHalo,14.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,DreamAlt_,6.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,ElSpreen,10.0,Directed,Just Chatting,Just Chatting,English,Spanish
QuackityToo,Fundy,10.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,GeorgeNotFound,35.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,JackManifoldTV,10.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,JustaMinx,9.0,Directed,Just Chatting,Just Chatting,English,English
QuackityToo,Nihachu,15.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,NimuVT,4.0,Directed,Just Chatting,Just Chatting,English,Spanish
QuackityToo,Philza,17.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,Purpled,4.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,Quackity,66.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,RanbooLive,28.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,Rubius,11.0,Directed,Just Chatting,Just Chatting,English,Spanish
QuackityToo,Sapnap,27.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,Sykkuno,5.0,Directed,Just Chatting,Grand Theft Auto V,English,English
QuackityToo,Technoblade,4.0,Directed,Just Chatting,other,English,English
QuackityToo,ThisIsNotGeorgeNotFound,19.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,Tubbo,29.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,TubboLIVE,31.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,WilburSoot,34.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,auronplay,12.0,Directed,Just Chatting,Just Chatting,English,Spanish
QuackityToo,awesamdude,18.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,dreamwastaken,39.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,hannahxxrose,10.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,juansguarnizo,20.0,Directed,Just Chatting,Just Chatting,English,Spanish
QuackityToo,karljacobs,44.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,karlnetwork,17.0,Directed,Just Chatting,Gang Beasts,English,English
QuackityToo,ranboobutnot,16.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,sapnapalt,26.0,Directed,Just Chatting,VALORANT,English,English
QuackityToo,skeppy,13.0,Directed,Just Chatting,other,English,English
QuackityToo,tommyinnit,42.0,Directed,Just Chatting,Minecraft,English,English
QuackityToo,tommyinnitalt,22.0,Directed,Just Chatting,Minecraft,English,English
RanbooLive,BadBoyHalo,18.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,CaptainPuffy,27.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,DreamAlt_,22.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,Foolish_Gamers,29.0,Directed,Minecraft,VALORANT,English,English
RanbooLive,GeorgeNotFound,56.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,JackManifoldTV,21.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,JustaMinx,34.0,Directed,Minecraft,Just Chatting,English,English
RanbooLive,Nihachu,38.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,Philza,19.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,Quackity,34.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,QuackityToo,33.0,Directed,Minecraft,Just Chatting,English,English
RanbooLive,Sapnap,27.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,Sykkuno,19.0,Directed,Minecraft,Grand Theft Auto V,English,English
RanbooLive,ThisIsNotGeorgeNotFound,19.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,Tubbo,54.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,TubboLIVE,21.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,WilburSoot,43.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,awesamdude,10.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,dreamwastaken,42.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,hannahxxrose,20.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,karljacobs,31.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,karlnetwork,4.0,Directed,Minecraft,Gang Beasts,English,English
RanbooLive,ranboobutnot,16.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,sapnapalt,27.0,Directed,Minecraft,VALORANT,English,English
RanbooLive,tommyinnit,71.0,Directed,Minecraft,Minecraft,English,English
RanbooLive,tommyinnitalt,25.0,Directed,Minecraft,Minecraft,English,English
Sapnap,BadBoyHalo,39.0,Directed,Minecraft,Minecraft,English,English
Sapnap,DreamAlt_,17.0,Directed,Minecraft,Minecraft,English,English
Sapnap,Foolish_Gamers,32.0,Directed,Minecraft,VALORANT,English,English
Sapnap,Fundy,25.0,Directed,Minecraft,Minecraft,English,English
Sapnap,GeorgeNotFound,75.0,Directed,Minecraft,Minecraft,English,English
Sapnap,JackManifoldTV,30.0,Directed,Minecraft,Minecraft,English,English
Sapnap,JustaMinx,16.0,Directed,Minecraft,Just Chatting,English,English
Sapnap,Nihachu,24.0,Directed,Minecraft,Minecraft,English,English
Sapnap,Philza,28.0,Directed,Minecraft,Minecraft,English,English
Sapnap,Quackity,46.0,Directed,Minecraft,Minecraft,English,English
Sapnap,QuackityToo,21.0,Directed,Minecraft,Just Chatting,English,English
Sapnap,RanbooLive,62.0,Directed,Minecraft,Minecraft,English,English
Sapnap,Sykkuno,8.0,Directed,Minecraft,Grand Theft Auto V,English,English
Sapnap,Technoblade,18.0,Directed,Minecraft,other,English,English
Sapnap,ThisIsNotGeorgeNotFound,24.0,Directed,Minecraft,Minecraft,English,English
Sapnap,Tubbo,43.0,Directed,Minecraft,Minecraft,English,English
Sapnap,TubboLIVE,24.0,Directed,Minecraft,Minecraft,English,English
Sapnap,WilburSoot,46.0,Directed,Minecraft,Minecraft,English,English
Sapnap,awesamdude,4.0,Directed,Minecraft,Minecraft,English,English
Sapnap,dreamwastaken,59.0,Directed,Minecraft,Minecraft,English,English
Sapnap,hannahxxrose,26.0,Directed,Minecraft,Minecraft,English,English
Sapnap,karljacobs,45.0,Directed,Minecraft,Minecraft,English,English
Sapnap,karlnetwork,22.0,Directed,Minecraft,Gang Beasts,English,English
Sapnap,ranboobutnot,21.0,Directed,Minecraft,Minecraft,English,English
Sapnap,sapnapalt,53.0,Directed,Minecraft,VALORANT,English,English
Sapnap,skeppy,20.0,Directed,Minecraft,other,English,English
Sapnap,tommyinnit,67.0,Directed,Minecraft,Minecraft,English,English
Sapnap,tommyinnitalt,25.0,Directed,Minecraft,Minecraft,English,English
Sykkuno,AustinShow,16.0,Directed,Grand Theft Auto V,Just Chatting,English,English
Sykkuno,Emiru,8.0,Directed,Grand Theft Auto V,League of Legends,English,English
Sykkuno,JustaMinx,33.0,Directed,Grand Theft Auto V,Just Chatting,English,English
Sykkuno,ludwig,26.0,Directed,Grand Theft Auto V,Just Chatting,English,English
Sykkuno,pokimane,9.0,Directed,Grand Theft Auto V,VALORANT,English,English
Sykkuno,tommyinnit,23.0,Directed,Grand Theft Auto V,Minecraft,English,English
Sykkuno,xQcOW,36.0,Directed,Grand Theft Auto V,Grand Theft Auto V,English,English
Technoblade,BadBoyHalo,37.0,Directed,other,Minecraft,English,English
Technoblade,CaptainPuffy,21.0,Directed,other,Minecraft,English,English
Technoblade,DropsByPonk,26.0,Directed,other,Minecraft,English,English
Technoblade,Eret,13.0,Directed,other,Minecraft,English,English
Technoblade,Foolish_Gamers,16.0,Directed,other,VALORANT,English,English
Technoblade,Fundy,33.0,Directed,other,Minecraft,English,English
Technoblade,GeorgeNotFound,32.0,Directed,other,Minecraft,English,English
Technoblade,JackManifoldTV,16.0,Directed,other,Minecraft,English,English
Technoblade,JustaMinx,31.0,Directed,other,Just Chatting,English,English
Technoblade,Nihachu,39.0,Directed,other,Minecraft,English,English
Technoblade,Philza,30.0,Directed,other,Minecraft,English,English
Technoblade,Punz,9.0,Directed,other,VALORANT,English,English
Technoblade,Purpled,12.0,Directed,other,Minecraft,English,English
Technoblade,Quackity,21.0,Directed,other,Minecraft,English,English
Technoblade,QuackityToo,11.0,Directed,other,Just Chatting,English,English
Technoblade,RanbooLive,41.0,Directed,other,Minecraft,English,English
Technoblade,Sapnap,25.0,Directed,other,Minecraft,English,English
Technoblade,ThisIsNotGeorgeNotFound,8.0,Directed,other,Minecraft,English,English
Technoblade,Tubbo,32.0,Directed,other,Minecraft,English,English
Technoblade,TubboLIVE,11.0,Directed,other,Minecraft,English,English
Technoblade,WilburSoot,35.0,Directed,other,Minecraft,English,English
Technoblade,dreamwastaken,40.0,Directed,other,Minecraft,English,English
Technoblade,hannahxxrose,14.0,Directed,other,Minecraft,English,English
Technoblade,jschlatt,11.0,Directed,other,other,English,English
Technoblade,karljacobs,26.0,Directed,other,Minecraft,English,English
Technoblade,karlnetwork,10.0,Directed,other,Gang Beasts,English,English
Technoblade,ranboobutnot,16.0,Directed,other,Minecraft,English,English
Technoblade,sapnapalt,8.0,Directed,other,VALORANT,English,English
Technoblade,skeppy,17.0,Directed,other,other,English,English
Technoblade,tommyinnit,44.0,Directed,other,Minecraft,English,English
Technoblade,tommyinnitalt,32.0,Directed,other,Minecraft,English,English
ThisIsNotGeorgeNotFound,BadBoyHalo,18.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,CaptainPuffy,32.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,DreamAlt_,28.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,DropsByPonk,12.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Foolish_Gamers,18.0,Directed,Minecraft,VALORANT,English,English
ThisIsNotGeorgeNotFound,Fundy,18.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,GeorgeNotFound,80.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,JackManifoldTV,36.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,JustaMinx,17.0,Directed,Minecraft,Just Chatting,English,English
ThisIsNotGeorgeNotFound,Nihachu,29.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Philza,21.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Punz,21.0,Directed,Minecraft,VALORANT,English,English
ThisIsNotGeorgeNotFound,Purpled,26.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Quackity,48.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,QuackityToo,51.0,Directed,Minecraft,Just Chatting,English,English
ThisIsNotGeorgeNotFound,RanbooLive,64.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Sapnap,56.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,Technoblade,11.0,Directed,Minecraft,other,English,English
ThisIsNotGeorgeNotFound,Tubbo,59.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,TubboLIVE,62.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,WilburSoot,43.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,dreamwastaken,75.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,hannahxxrose,14.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,karljacobs,60.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,karlnetwork,40.0,Directed,Minecraft,Gang Beasts,English,English
ThisIsNotGeorgeNotFound,ranboobutnot,21.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,sapnapalt,37.0,Directed,Minecraft,VALORANT,English,English
ThisIsNotGeorgeNotFound,skeppy,34.0,Directed,Minecraft,other,English,English
ThisIsNotGeorgeNotFound,tommyinnit,47.0,Directed,Minecraft,Minecraft,English,English
ThisIsNotGeorgeNotFound,tommyinnitalt,38.0,Directed,Minecraft,Minecraft,English,English
Tubbo,BadBoyHalo,11.0,Directed,Minecraft,Minecraft,English,English
Tubbo,DreamAlt_,10.0,Directed,Minecraft,Minecraft,English,English
Tubbo,Foolish_Gamers,11.0,Directed,Minecraft,VALORANT,English,English
Tubbo,Fundy,8.0,Directed,Minecraft,Minecraft,English,English
Tubbo,GeorgeNotFound,42.0,Directed,Minecraft,Minecraft,English,English
Tubbo,JackManifoldTV,17.0,Directed,Minecraft,Minecraft,English,English
Tubbo,JustaMinx,6.0,Directed,Minecraft,Just Chatting,English,English
Tubbo,Nihachu,22.0,Directed,Minecraft,Minecraft,English,English
Tubbo,Philza,31.0,Directed,Minecraft,Minecraft,English,English
Tubbo,Quackity,32.0,Directed,Minecraft,Minecraft,English,English
Tubbo,QuackityToo,15.0,Directed,Minecraft,Just Chatting,English,English
Tubbo,RanbooLive,59.0,Directed,Minecraft,Minecraft,English,English
Tubbo,Sapnap,28.0,Directed,Minecraft,Minecraft,English,English
Tubbo,ThisIsNotGeorgeNotFound,28.0,Directed,Minecraft,Minecraft,English,English
Tubbo,TubboLIVE,31.0,Directed,Minecraft,Minecraft,English,English
Tubbo,WilburSoot,49.0,Directed,Minecraft,Minecraft,English,English
Tubbo,dreamwastaken,45.0,Directed,Minecraft,Minecraft,English,English
Tubbo,hannahxxrose,39.0,Directed,Minecraft,Minecraft,English,English
Tubbo,karljacobs,20.0,Directed,Minecraft,Minecraft,English,English
Tubbo,karlnetwork,8.0,Directed,Minecraft,Gang Beasts,English,English
